,date,info,text,target
118,1623,macbeth,uld trammel up the consequence and catch with his surcease success that but this blow might be the be all and the end all here but here upon this bank and shoal of time we ld jump the life to come but in these cases we still have judgment here that we but teach bloody instructions which being taught return to plague the inventor this even handed justice commends the ingredients of our poison d chalice to our own lips he s here in double trust first as i am his kinsman and his subject strong both against the deed then as his host who should against his murderer shut the door not bear the knife myself besides this duncan hath borne his faculties so meek hath been so clear in his great office that his virtues will plead like angels trumpet tongued against the deep damnation of his taking off and pity like a naked new born babe striding the blast or heaven s cherubim horsed upon the sightless couriers of the air shall blow the horrid deed in every eye that tears shall drown the wind i have no spur to prick the sides of my intent but only vaulting ambition which o erleaps its,0
182,1524,Mandragola,women are the most charitable creatures and the most troublesome he who shuns women passes up the trouble but also the benefits he who puts up with them gains the benefits but also the trouble as the saying goes there s no honey without bees,0
188,1569,Planine,his goodly frame the earth seems to me a sterile promontory this most excellent canopy the air look you this brave o erhanging firmament this majestical roof fretted with golden fire why it appears no other thing to me than a foul and pestilent congregation of vapours what a piece of work is a man how noble in reason how infinite in faculty in form and moving how express and admirable in action how like an angel in apprehension how like a god the beauty of the world the paragon of animals and yet to me what is this quintessence of dus,0
241,1603,Hamlet,tis a consummation devoutly to be wish d to die to sleep to sleep perchance to dream ay there s the rub for in that sleep of death what dreams may come when we have shuffled off this mortal coil must give us pause there s the respect that makes calamity of so long life for who would bear the whips and scorns of time th oppressor s wrong the proud man s contumely the pangs of despis d love the law s delay the insolence of office and the spurns that patient merit of th unworthy takes when he himself might his quietus make with a bare bodkin who would these fardels bear to grunt and sweat under a weary life but that the dread of something after death the undiscover d country from whose bourn no traveller returns puzzles the will and makes us rather bear those ills we have than fly to others that we know not of thus conscience does make cowards of us all and thus the native hue of resolution is sicklied o er with the pale cast of thought and enterprises of great pith and moment with this regard their currents turn awry and lose the name of action soft you now the fair ophelia nymph in thy orisons be all my sins rememb red oph good my lord how does your honour for this many a day ham i humbly thank you well well well oph my lord i have remembrances of yours that i have longed long to re deliver,0
137,1667,paradise lost,farewel happy fields where joy for ever dwells hail horrours hail infernal world and thou profoundest hell receive thy new possessor one who brings a mind not to be chang d by place or time the mind is its own place and in it self can make a heav n of hell a hell of heav n what matter where if i be still the same and what i should be all but less then he whom thunder hath made greater here at least we shall be free th almighty hath not built here for his envy will not drive us hence here we may reign secure and in my choyce to reign is worth ambition though in hell better to reign in hell then serve in heav n,0
182,1524,Mandragola,women are the most charitable creatures and the most troublesome he who shuns women passes up the trouble but also the benefits he who puts up with them gains the benefits but also the trouble as the saying goes there s no honey without bees,0
188,1569,Planine,his goodly frame the earth seems to me a sterile promontory this most excellent canopy the air look you this brave o erhanging firmament this majestical roof fretted with golden fire why it appears no other thing to me than a foul and pestilent congregation of vapours what a piece of work is a man how noble in reason how infinite in faculty in form and moving how express and admirable in action how like an angel in apprehension how like a god the beauty of the world the paragon of animals and yet to me what is this quintessence of dus,0
230,1603,Hamlet,elcome dear rosencrantz and guildenstern moreover that we much did long to see you the need we have to use you did provoke our hasty sending something have you heard of hamlet s transformation so call it sith nor the exterior nor the inward man resembles that it was what it should be more than his father s death that thus hath put him so much from the understanding of himself i cannot dream of i entreat you both that being of so young days brought up with him and sith so neighbour d to his youth and havior that you vouchsafe your rest here in our court some little time so by your companies to draw him on to pleasures and to gather so much as from occasion you may glean whether aught to us unknown afflicts him thus that open d lies within our remedy,0
177,1517,Martin Luthers' Ninety Five thesis,ares of changing the canonical penalty to the penalty of purgatory were evidently sown while the bishops slept mt in former times canonical penalties were imposed not after but before absolution as tests of true contrition the dying are freed by death from all penalties are already dead as far as the canon laws are concerned and have a right to be released from them imperfect piety or love on the part of the dying person necessarily brings with it great fear and the smaller the love the greater the fear this fear or horror is sufficient in itself to say nothing of other things to constitute the penalty of purgatory since it is very near to the horror of despair hell purgatory and heaven seem to differ the same as despair fear and assurance of salvation it seems as though for the souls in purgatory fear should necessarily decrease and love increa,0
177,1517,Martin Luthers' Ninety Five thesis,ares of changing the canonical penalty to the penalty of purgatory were evidently sown while the bishops slept mt in former times canonical penalties were imposed not after but before absolution as tests of true contrition the dying are freed by death from all penalties are already dead as far as the canon laws are concerned and have a right to be released from them imperfect piety or love on the part of the dying person necessarily brings with it great fear and the smaller the love the greater the fear this fear or horror is sufficient in itself to say nothing of other things to constitute the penalty of purgatory since it is very near to the horror of despair hell purgatory and heaven seem to differ the same as despair fear and assurance of salvation it seems as though for the souls in purgatory fear should necessarily decrease and love increa,0
226,1667,"['EDINBURGH', 'PRINTEDBYBALLANTYNEANDCOMPANY,', ""PAUL'SWORK."", 'THEPOETICALWORKS', 'OFJOHNDRYDEN.', 'WithLife,CriticalDissertation,and', 'ExplanatoryNotes', 'BYTHE', 'REV.GEORGEGILFILLAN.', 'VOL.I.', 'M.DCCC.LV.', 'THELIFEOFJOHNDRYDEN.', 'JohnDrydenwasbornonthe9th']",clearly those great qualities of sagacity determination courage statesmanship insight and genuine godliness which made him next to alfred the great the first monarch who ever sat on the english throne two years after dryden came to london cromwell expired and the poet wrote and published his heroic stanzas on the hero s death which we consider really his earliest poem when richard resigned dryden in common with the majority of the nation saw that the roundhead cause was lost and hastened to carry over his talents to the gaining side for this we do not blame him very severely although it certainly had been nobler if like milton he had clung to his party sir walter scott remarks that dryden never retracted the praise he gave to cromwell in absalom and achitophel he sneers at richard as ishbosheth but says nothing against the deceased giant saul it is clear too that at first his desertion of the cromwell party was a loss to the poet he lost the chance of their favour in case a reaction should come his situation as secretary and the shelter of pickering s princely mansion as might have been expected his ancient friends were indignant at the change and not less so at the alteration he thought proper at the same time to make in the spelling of his name from driden to dryden he went to reside in the obscure house of one herringman a bookseller in the new exchange and became for life a professional author his enemies afterwards reproached him bitterly for his mean circumstances at this period of his life and asserted that he was a mere drudge to herringman he at all events did little in his own proper poetic calling for two years a poem on the coronation of charles well fitted to wipe away the stain of cromwellism and to attract upon the poet the eye of that rising sun whose glory he sang with more zeal than truth a panegyric on the lord chancellor and a satire on the dutch were all and are all short and all savour of a vein somewhat hide bound he planned indeed too and partly wrote one or more plays and was considered of consequence enough to be elected a member of the royal society in previous to this he had been introduced through herringman to sir robert howard son of the first earl of berkshire and a relation of edward howard the author of british princes and the object of the witty wrath of butler sir robert too had a poetical propensity and dryden and he became and continued intimate for a number of years the poet assisting the knight in his literary compositions particularly in a play entitled the indian queen and the latter inviting the former to the family seat at charlton where dryden met in an unlucky hour his future wife lady elizabeth howard the sister of sir robert it was on the st of december in st swithin s london and with the consent of the earl who settled about a year on his daughter that this unhappy union took place the lady seems to have had absolutely none of the qualities which tend either to command a husband s respect or to conciliate his regard but is described as a woman of violent temper and weak understanding much of the bitterness of dryden s satire some of the coarse licentiousness of his plays and all the sarcasms at matrimony which he has scattered in multitudes throughout his works may be traced to his domestic unhappiness otherwise the match had some advantages it broke up for a time at least some licentious connexions he had formed particularly after a time one with mrs reeves the actress with whom having laid aside his norwich drugget he used to eat tarts at the mulberry gardens with a sword and a chadreux wig it secured to him including his own property an income of about a year a sum equal to now and which on the death of his mother three years later was increased by more or at the present value of money he was thus protected for life against the meaner and more miserable necessities of the literary man under which many of his unfortunate rivals were crushed and if he could not always command luxuries he was always sure of bread to improve his circumstances however and to enable him to keep up a style of living in unison with his lady s rank he must write and the question arose what mode of composition was likely to be the most lucrative were he to continue to indite panegyrical verses like those to clarendon he stood a chance of having a few guineas tossed to him now and then by a patron like a crust to an unfortunate cur were he to translate or write prefaces for the booksellers he might pay his bill for salt if diligent enough for satires as yet there was little demand the follies of the more fanatical of the puritans were too recent although they were beginning to ripen for the hand of butler and the far grosser absurdities of the cavaliers were yet in blossom there remained nothing for an aspiring author but the stage which during the previous regime had been abolished while the french revolution was in progress ay even in the depths of the reign of terror the theatres were all open and all crowded but when cromwell was enacting his solemn and solitary part before god angels and men the petty potentates the gods and goddesses of the stage vanished into thin air at his tremendous stamp their cue had been exeunt omnes and if the spirit of shakspeare himself had witnessed the departure he would have added his amen and had he watched in their stead the gigantic actor treading his trembling stage alone with all the world looking on he might have remembered and re applied his own magnificent words o for a muse of fire that would ascend the brightest heaven of invention a kingdom for a stage princes to act and monarchs to behold the swelling scene then should the warlike cromwell like himself assume the port of mars and at his,0
187,1592,The Spanish tragedy,ieronimo o eyes no eyes but fountains fraught with tears o life no life but lively form of death o world no world but mass of public wrongs confus d and fill d with murder and misdeeds o sacred heav ns if this unhallowed deed if this inhuman and barbarous attempt if this incomparable murder thus of mine but now no more my son shall unreveal d and unreveng d pass how should we term your dealings to be just if you unjustly deal with those that in your justice trust,0
233,1597,RIchard II,thoughts tending to ambition they do plot unlikely wonders how these vain weak nails may tear a passage through the flinty ribs of this hard world my ragged prison walls and for they cannot die in their own pride thoughts tending to content flatter themselves that they are not the first of fortune s slaves nor shall not be the last like silly beggars who sitting in the stocks refuge their shame that many have and others must sit there and in this thought they find a kind of ease bearing their own misfortunes on the back of such as have before endured the like thus play i in one person many people and none contented sometimes am i king then treasons make me wish myself a beggar and so i am then crushing penury persuades me i was better when a king then am i king d again and by and by think that i am unking d by bolingbroke and straight am nothing but whate er i be nor i nor any man that but man is with nothing shall be pleased till he be eased with being nothing music do i hear,0
118,1623,macbeth,uld trammel up the consequence and catch with his surcease success that but this blow might be the be all and the end all here but here upon this bank and shoal of time we ld jump the life to come but in these cases we still have judgment here that we but teach bloody instructions which being taught return to plague the inventor this even handed justice commends the ingredients of our poison d chalice to our own lips he s here in double trust first as i am his kinsman and his subject strong both against the deed then as his host who should against his murderer shut the door not bear the knife myself besides this duncan hath borne his faculties so meek hath been so clear in his great office that his virtues will plead like angels trumpet tongued against the deep damnation of his taking off and pity like a naked new born babe striding the blast or heaven s cherubim horsed upon the sightless couriers of the air shall blow the horrid deed in every eye that tears shall drown the wind i have no spur to prick the sides of my intent but only vaulting ambition which o erleaps its,0
2659,1666,"['ONTHEADVISABLENESSOFIMPROVINGNATURALKNOWLEDGE*', 'ByThomasH.Huxley', '[1]', 'Thistimetwohundredyearsago--inthebeginningofJanuary,', '1666--thoseofourforefatherswhoinhabitedthisgreatandancient', 'city,tookbreathbetweentheshocksoftwofearfulcalamities:onenot', 'quitepast,al']",hich the most obviously worthless of the stuarts shared with his father and grandfather that charles the second was not content with saying witty things about his philosophers but did wise things with regard to them for he not only bestowed upon them such attention as he could spare from his poodles and his mistresses but being in his usual state of impecuniosity begged for them of the duke of ormond and that step being without effect gave them chelsea college a charter and a mace crowning his favours in the best way they could be crowned by burdening them no further with royal patronage or state interference thus it was that the half dozen young men studious of the new philosophy who met in one another s lodgings in oxford or in london in the middle of the seventeenth century grew in numerical and in real strength until in the latter part the royal society for the improvement of natural knowledge had already become famous and had acquired a claim upon the veneration of englishmen which it has ever since retained as the principal focus of scientific activity in our islands and the chief champion of the cause it was formed to support it was by the aid of the royal society that newton published his principia if all the books in the world except the philosophical transactions were destroyed it is safe to say that the foundations of physical science would remain unshaken and that the vast intellectual progress of the last two centuries would be largely though incompletely recorded nor have any signs of halting or of decrepitude manifested themselves in our own times as in dr wallis s days so in these our business is precluding theology and state affairs to discourse and consider of philosophical enquiries but our mathematick is one which newton would have to go to school to learn our staticks mechanicks magneticks chymicks and natural experiments constitute a mass of physical and chemical knowledge a glimpse at which would compensate galileo for the doings of a score of inquisitorial cardinals our physick and anatomy have embraced such infinite varieties of being have laid open such new worlds in time and space have grappled not unsuccessfully with such complex problems that the eyes of vesalius and of harvey might be dazzled by the sight of the tree that has grown out of their grain of mustard seed the fact is perhaps rather too much than too little forced upon one s notice nowadays that all this marvellous intellectual growth has a no less wonderful expression in practical life and that in this respect if in no other the movement symbolized by the progress of the royal society stands without a parallel in the history of mankind a series of volumes as bulky as the transactions of the royal society might possibly be filled with the subtle speculations of the schoolmen not improbably the obtaining a mastery over the products of mediaeval thought might necessitate an even greater expenditure of time and of energy than the acquirement of the new philosophy but though such work engrossed the best intellects of europe for a longer time than has elapsed since the great fire its effects were writ in water so far as our social state is concerned on the other hand if the noble first president of the royal society could revisit the upper air and once more gladden his eyes with a sight of the familiar mace he would find himself in the midst of a material civilization more different from that of his day than that of the seventeenth was from that of the first century and if lord brouncker s native sagacity had not deserted his ghost he would need no long reflection to discover that all these great ships these railways these telegraphs these factories these printing presses without which the whole fabric of modern english society would collapse into a mass of stagnant and starving pauperism that all these pillars of our state are but the ripples and the bubbles upon the surface of that great spiritual stream the springs of which only he and his fellows were privileged to see and seeing to recognise as that which it behoved them above all things to keep pure and undefiled it may not be too great a flight of imagination to conceive our noble revenant not forgetful of the great troubles of his own day and anxious to know how often london had been burned down since his time and how often the plague had carried off its thousands he would have to learn that although london contains tenfold the inflammable matter that it did in though not content with filling our rooms with woodwork and light draperies we must needs lead inflammable and explosive gases into every corner of our streets and houses we never allow even a street to burn down and if he asked how this had come about we should have to explain that the improvement of natural knowledge has furnished us with dozens of machines for throwing water upon fires any one of which would have furnished the ingenious mr hooke the first curator and experimenter of the royal society with ample materials for discourse before half a dozen meetings of that body and that to say truth except for the progress of natural knowledge we should not have been able to make even the tools by which these machines are constructed and further it would be necessary to add that although severe fires sometimes occur and inflict great damage the loss is very generally compensated by societies the operations of which have been rendered possible only by the progress of natural knowledge in the direction of mathematics and the accumulation of wealth in virtue of other natural knowledge but the plague my lord brouncker s observation would not i fear lead him to think that englishmen of the nineteenth century are purer in life or more fervent in religious faith than the generation which could produce a boyle an evelyn and a milton he mig,0
226,1667,"['EDINBURGH', 'PRINTEDBYBALLANTYNEANDCOMPANY,', ""PAUL'SWORK."", 'THEPOETICALWORKS', 'OFJOHNDRYDEN.', 'WithLife,CriticalDissertation,and', 'ExplanatoryNotes', 'BYTHE', 'REV.GEORGEGILFILLAN.', 'VOL.I.', 'M.DCCC.LV.', 'THELIFEOFJOHNDRYDEN.', 'JohnDrydenwasbornonthe9th']",clearly those great qualities of sagacity determination courage statesmanship insight and genuine godliness which made him next to alfred the great the first monarch who ever sat on the english throne two years after dryden came to london cromwell expired and the poet wrote and published his heroic stanzas on the hero s death which we consider really his earliest poem when richard resigned dryden in common with the majority of the nation saw that the roundhead cause was lost and hastened to carry over his talents to the gaining side for this we do not blame him very severely although it certainly had been nobler if like milton he had clung to his party sir walter scott remarks that dryden never retracted the praise he gave to cromwell in absalom and achitophel he sneers at richard as ishbosheth but says nothing against the deceased giant saul it is clear too that at first his desertion of the cromwell party was a loss to the poet he lost the chance of their favour in case a reaction should come his situation as secretary and the shelter of pickering s princely mansion as might have been expected his ancient friends were indignant at the change and not less so at the alteration he thought proper at the same time to make in the spelling of his name from driden to dryden he went to reside in the obscure house of one herringman a bookseller in the new exchange and became for life a professional author his enemies afterwards reproached him bitterly for his mean circumstances at this period of his life and asserted that he was a mere drudge to herringman he at all events did little in his own proper poetic calling for two years a poem on the coronation of charles well fitted to wipe away the stain of cromwellism and to attract upon the poet the eye of that rising sun whose glory he sang with more zeal than truth a panegyric on the lord chancellor and a satire on the dutch were all and are all short and all savour of a vein somewhat hide bound he planned indeed too and partly wrote one or more plays and was considered of consequence enough to be elected a member of the royal society in previous to this he had been introduced through herringman to sir robert howard son of the first earl of berkshire and a relation of edward howard the author of british princes and the object of the witty wrath of butler sir robert too had a poetical propensity and dryden and he became and continued intimate for a number of years the poet assisting the knight in his literary compositions particularly in a play entitled the indian queen and the latter inviting the former to the family seat at charlton where dryden met in an unlucky hour his future wife lady elizabeth howard the sister of sir robert it was on the st of december in st swithin s london and with the consent of the earl who settled about a year on his daughter that this unhappy union took place the lady seems to have had absolutely none of the qualities which tend either to command a husband s respect or to conciliate his regard but is described as a woman of violent temper and weak understanding much of the bitterness of dryden s satire some of the coarse licentiousness of his plays and all the sarcasms at matrimony which he has scattered in multitudes throughout his works may be traced to his domestic unhappiness otherwise the match had some advantages it broke up for a time at least some licentious connexions he had formed particularly after a time one with mrs reeves the actress with whom having laid aside his norwich drugget he used to eat tarts at the mulberry gardens with a sword and a chadreux wig it secured to him including his own property an income of about a year a sum equal to now and which on the death of his mother three years later was increased by more or at the present value of money he was thus protected for life against the meaner and more miserable necessities of the literary man under which many of his unfortunate rivals were crushed and if he could not always command luxuries he was always sure of bread to improve his circumstances however and to enable him to keep up a style of living in unison with his lady s rank he must write and the question arose what mode of composition was likely to be the most lucrative were he to continue to indite panegyrical verses like those to clarendon he stood a chance of having a few guineas tossed to him now and then by a patron like a crust to an unfortunate cur were he to translate or write prefaces for the booksellers he might pay his bill for salt if diligent enough for satires as yet there was little demand the follies of the more fanatical of the puritans were too recent although they were beginning to ripen for the hand of butler and the far grosser absurdities of the cavaliers were yet in blossom there remained nothing for an aspiring author but the stage which during the previous regime had been abolished while the french revolution was in progress ay even in the depths of the reign of terror the theatres were all open and all crowded but when cromwell was enacting his solemn and solitary part before god angels and men the petty potentates the gods and goddesses of the stage vanished into thin air at his tremendous stamp their cue had been exeunt omnes and if the spirit of shakspeare himself had witnessed the departure he would have added his amen and had he watched in their stead the gigantic actor treading his trembling stage alone with all the world looking on he might have remembered and re applied his own magnificent words o for a muse of fire that would ascend the brightest heaven of invention a kingdom for a stage princes to act and monarchs to behold the swelling scene then should the warlike cromwell like himself assume the port of mars and at his,0
118,1623,macbeth,uld trammel up the consequence and catch with his surcease success that but this blow might be the be all and the end all here but here upon this bank and shoal of time we ld jump the life to come but in these cases we still have judgment here that we but teach bloody instructions which being taught return to plague the inventor this even handed justice commends the ingredients of our poison d chalice to our own lips he s here in double trust first as i am his kinsman and his subject strong both against the deed then as his host who should against his murderer shut the door not bear the knife myself besides this duncan hath borne his faculties so meek hath been so clear in his great office that his virtues will plead like angels trumpet tongued against the deep damnation of his taking off and pity like a naked new born babe striding the blast or heaven s cherubim horsed upon the sightless couriers of the air shall blow the horrid deed in every eye that tears shall drown the wind i have no spur to prick the sides of my intent but only vaulting ambition which o erleaps its,0
29,1665,"['POETICALWORKS', 'OF', 'JOHNDRYDEN.', 'WithLife,CriticalDissertation,andExplanatoryNotes,', 'BYTHE', 'REV.GEORGEGILFILLAN.', 'VOL.II.', 'M.DCCC.LV.', 'CRITICALESTIMATE', 'OFTHE', 'GENIUSANDPOETICALWORKSOFJOHNDRYDEN.', 'InourLifeofDrydenwepromisedtosaysomethingaboutthequestion']",wondrous elasticity and ease of movement there is never for an instant any real or apparent effort any straining for effect any of that double double toil and trouble by which many even of the weird cauldrons in which genius forms her creations are disturbed and bedimmed that power of doing everything with perfect and conscious ease which dugald stewart has ascribed to barrow and to horsley in prose distinguished dryden in poetry whether he discusses the deep questions of fate and foreknowledge in religio laici or lashes shaftesbury in the medal or pours a torrent of contempt on shadwell in macflecknoe or describes the fire of london in the annus mirabilis or soars into lyric enthusiasm in his ode on the death of mrs killigrew and alexander s feast or paints a tournament in palamon and arcite or a fairy dance in the flower and the leaf he is always at home and always aware that he is his consciousness of his own powers amounts to exultation he is like the steed who glories in that tremendous gallop which affects the spectator with fear indeed we never can separate our conception of dryden s vigorous and vaulting style from the image of a noble horse devouring the dust of the field clearing obstacles at a bound taking up long leagues as a little thing and the very strength and speed of whose motion give it at a distance the appearance of smoothness pope speaks of his long resounding march and energy divine perhaps ease divine had been words more characteristic of that almost superhuman power of language by which he makes the most obstinate materials pliant melts down difficulties as if by the touch of magic and to resume the former figure comes into the goal without a hair turned on his mane or a single sweat drop confessing effort or extraordinary exertion we know no poet since homer who can be compared to dryden in this respect except scott who occasionally in marmion and the lay of the last minstrel exhibits the same impetuous ease and fiery fluent movement scott does not however in general carry the same weight as the other and the species of verse he uses in comparison to the heroic rhyme of dryden gives you often the impression of a hard trot rather than of a long resounding and magnificent gallop scott exhibits in his poetry the soul of a warrior but it is of a warrior of the border somewhat savage and coarse dryden can for the nonce at least assume the appearance and display the spirit of a knight of ancient chivalry gallant accomplished elegant and gay next to this poet s astonishing ease spirit and elastic vigour may be ranked his clear sharp intellect he may be called more a logician than a poet he reasons often and always acutely and his rhyme instead of shackling strengthens the movement of his argumentation parts of his religio laici and the hind and panther resemble portions of duns scotus or aquinas set on fire indeed keen strong intellect inflamed with passion and inspirited by that ardour and impetuosity of mind which wordsworth is compelled to allow to him rather than creative or original genius is the differentia of dryden we have compared him to a courser but he was not one of those coursers of achilles who fed on no earthly food but on the golden barley of heaven having sprung from the gods greek xanthon kai balion to ama pnoiaesi petesthaen tous eteke zephuro anemo arpua podargae dryden resembled rather the mortal steed which was yoked with these immortal twain the brood of zephyr and the harpy podarga only we can hardly say of the poet what homer says of pedasus greek os kai thnaetos eon epeth ippois athanatoisi he was not although a mortal able to keep up with the immortal coursers his path was on the plains or table lands of earth never or seldom in cloudland gorgeous land or through the aerial altitudes which stretch away and above the clouds to the gates of heaven he can hardly be said to have possessed the power of sublimity in the high sense of that term as the power of sympathising with the feeling of the infinite often he gives us the impression of the picturesque of the beautiful of the heroic of the nobly disdainful but never when writing at least entirely from his own mind of that infinite and nameless grandeur which the imaginative soul feels shed on it from the multitudinous waves of ocean from the cataract leaping from his rock as if to consummate an act of prayer to god from the hum of great assemblies of men from the sight of far extended wastes and wildernesses and from the awful silence and the still more mysterious sparkle of the midnight stars this sense of the presence of the shadow of immensity immensity itself cannot be felt any more than measured this sight like that vouchsafed to moses of the backparts of the divine the divine itself cannot be seen has been the inspiration of all the highest poetry of the world of the paradise lost of the divina commedia of the night thoughts of wordsworth and coleridge of festus and highest far of the hebrew prophets as they cry whither can we go from thy presence whither can we flee from thy spirit such poets have resembled a blind man who feels although he cannot see that a stranger of commanding air is in the room beside him so they stand awe struck in the wind of the going of a majestic and unseen being this feeling differs from mysticism inasmuch as it is connected with a reality while the mystic dreams a vague and unsupported dream and the poetry it produces is simply the irresistible cry springing from the perception of this wondrous some one who is actually near them the feeling is connected in general with a lofty moral and religious nature and yet not always since while wanting in dryden we find it intensely discovered although in an imperfect and perverted shape in by,0
235,1623,King JOhn,es that i will and wherefore will i do it i tore them from their bonds and cried aloud o that these hands could so redeem my son as they have given these hairs their liberty but now i envy at their liberty and will again commit them to their bonds because my poor child is a prisoner and father cardinal i have heard you say that we shall see and know our friends in heaven if that be true i shall see my boy again for since the birth of cain the first male child to him that did but yesterday suspire there was not such a gracious creature born but now will canker sorrow eat my bud and chase the native beauty from his cheek and he will look as hollow as a ghost as dim and meagre as an ague s fit and so he ll die and rising so again when i shall meet him in the court of heaven i shall not know him therefore never never must i behold my pretty arthur more,0
188,1569,Planine,his goodly frame the earth seems to me a sterile promontory this most excellent canopy the air look you this brave o erhanging firmament this majestical roof fretted with golden fire why it appears no other thing to me than a foul and pestilent congregation of vapours what a piece of work is a man how noble in reason how infinite in faculty in form and moving how express and admirable in action how like an angel in apprehension how like a god the beauty of the world the paragon of animals and yet to me what is this quintessence of dus,0
198,1598,The tempest,ur revels now are ended these our actors as i foretold you were all spirits and are melted into air into thin air and like the baseless fabric of this vision the cloud capp d towers the gorgeous palaces the solemn temples the great globe itself yea all which it inherit shall dissolve and like this insubstantial pageant faded leave not a rack behind we are such stuff as dreams are made on and our little life is rounded with a slee,0
234,1599,Henry V,so if a son that is by his father sent about merchandise do sinfully miscarry upon the sea the imputation of his wickedness by your rule should be imposed upon his father that sent him or if a servant under his master s command transporting a sum of money be assailed by robbers and die in many irreconciled iniquities you may call the business of the master the author of the servant s damnation but this is not so the king is not bound to answer the particular endings of his soldiers the father of his son nor the master of his servant for they purpose not their death when they purpose their services besides there is no king be his cause never so spotless if it come to the arbitrement of swords can try it out with all unspotted soldiers some peradventure have on them the guilt of premeditated and contrived murder some of beguiling virgins with the broken seals of perjury some making the wars their bulwark that have before gored the gentle bosom of peace with pillage and robbery now if these men have defeated the law and outrun native punishment though they can outstrip men they have no wings to fly from god war is his beadle war is vengeance so that here men are punished for before breach of the king s laws in now the king s quarrel where they feared the death they have borne life awa,0
552,1667,"['PARADISELOST', 'byJohnMilton', 'Disclaimer:', 'Allpersonsconcerneddisclaimanyandallreponsbility', 'thatthisetextisperfectlyaccurate.Nopretensesin', 'anymanneraremadethatthistextshouldbethoughtof', 'asanauthoritativeeditioninanyrespect.', 'ThisbookwasTYPEDinbyJudyBoss', 'e']",so spake th apostate angel though in pain vaunting aloud but rackt with deep despare and him thus answer d soon his bold compeer o prince o chief of many throned powers that led th imbattelld seraphim to warr under thy conduct and in dreadful deeds fearless endanger d heav ns perpetual king and put to proof his high supremacy whether upheld by strength or chance or fate too well i see and rue the dire event that with sad overthrow and foul defeat hath lost us heav n and all this mighty host in horrible destruction laid thus low as far as gods and heav nly essences can perish for the mind and spirit remains invincible and vigour soon returns though all our glory extinct and happy state here swallow d up in endless misery but what if he our conquerour whom i now of force believe almighty since no less then such could hav orepow rd such force as ours have left us this our spirit and strength intire strongly to suffer and support our pains that we may so suffice his vengeful ire or do him mightier service as his thralls by right of warr what e re his business be here in the heart of hell to work in fire or do his errands in the gloomy deep what can it then avail though yet we feel strength undiminisht or eternal being to undergo eternal punishment whereto with speedy words th arch fiend reply d fall n cherube to be weak is miserable doing or suffering but of this be sure to do ought good never will be our task but ever to do ill our sole delight as being the contrary to his high will whom we resist if then his providence out of our evil seek to bring forth good our labour must be to pervert that end and out of good still to find means of evil which oft times may succeed so as perhaps shall grieve him if i fail not and disturb his inmost counsels from their destind aim but see the angry victor hath recall d his ministers of vengeance and pursuit back to the gates of heav n the sulphurous hail shot after us in storm oreblown hath laid the fiery surge that from the precipice of heav n receiv d us falling and the thunder wing d with red lightning and impetuous rage perhaps hath spent his shafts and ceases now to bellow through the vast and boundless deep let us not slip th occasion whether scorn or satiate fury yield it from our foe seest thou yon dreary plain forlorn and wilde the seat of desolation voyd of light save what the glimmering of these livid flames casts pale and dreadful thither let us tend from off the tossing of these fiery waves there rest if any rest can harbour there and reassembling our afflicted powers consult how we may henceforth most offend our enemy our own loss how repair how overcome this dire calamity what reinforcement we may gain from hope if not what resolution from despare thus satan talking to his neerest mate with head up lift above the wave and eyes that sparkling blaz d his other parts besides prone on the flood extended long and large lay floating many a rood in bulk as huge as whom the fables name of monstrous size titanian or earth born that warr d on jove briarios or typhon whom the den by ancient tarsus held or that sea beast leviathan which god of all his works created hugest that swim th ocean stream him haply slumbring on the norway foam the pilot of some small night founder d skiff deeming some island oft as sea men tell with fixed anchor in his skaly rind moors by his side under the lee while night invests the sea and wished morn delayes so stretcht out huge in length the arch fiend lay chain d on the burning lake nor ever thence had ris n or heav d his head but that the will and high permission of all ruling heaven left him at large to his own dark designs that with reiterated crimes he might heap on himself damnation while he sought evil to others and enrag d might see how all his malice serv d but to bring forth infinite goodness grace and mercy shewn on man by him seduc t but on himself treble confusion wrath and vengeance pour d forthwith upright he rears from off the pool his mighty stature on each hand the flames drivn backward slope their pointing spires rowld in billows leave i th midst a horrid vale then with expanded wings he stears his flight aloft incumbent on the dusky air that felt unusual weight till on dry land he lights if it were land that ever burn d with solid as the lake with liquid fire and such appear d in hue as when the force of subterranean wind transports a hill torn from pelorus or the shatter d side of thundring aetna whose combustible and fewel d entrals thence conceiving fire sublim d with mineral fury aid the winds and leave a singed bottom all involv d with stench and smoak such resting found the sole of unblest feet him followed his next mate both glorying to have scap t the stygian flood as gods and by their own recover d strength not by the sufferance of supernal power is this the region this the soil the clime said then the lost arch angel this the seat that we must change for heav n this mournful gloom for that celestial light be it so since hee who now is sovran can dispose and bid what shall be right fardest from him is best whom reason hath equald force hath made supream above his equals farewel happy fields where joy for ever dwells hail horrours hail infernal world and thou profoundest hell receive thy new possessor one who brings a mind not to be chang d by place or time the mind is its own place and in it self can make a heav n of hell a hell of heav n what matter where if i be still the same and what i should be all but less then hee whom thunder hath made greater here at lea,0
