text,info,date
"ut what is the sense in forever speculating what might have happened had such and such a moment turned out differently? One could presumably drive oneself to distraction in this way. In any case, while it is all very well to talk of 'turning points', one can surely only recognize such moments in retrospect. Naturally, when one looks back to such instances today, they may indeed take the appearance of being crucial, precious moments in one's life; but of course, at the time, this was not the impression one had. Rather, it was as though one had available a never-ending number of days, months, years in which to sort out the vagaries of one's relationship with Miss Kenton; an infinite number of further opportunities in which to remedy the effect of this or that misunderstanding. There was surely nothing to indicate at the time that such evidently small incidents would render whole dreams forever irredeemable",the remains of the dead,1989
"rom then on, Matilda would visit the library only once a week in order to take out new books and return the old ones. Her own small bedroom now became her reading-room and there she would sit and read most afternoons, often with a mug of hot chocolate beside her. She was not quite tall enough to reach things around in the kitchen, but she kept a small box in the outhouse which she brought in and stood on in order to get whatever she wanted. Mostly it was hot chocolate she made, warming the milk in a saucepan on the stove before mixing it. Occasionally she made Bovril or Ovaltine. It was pleasant to take a hot drink up to her room and have it beside her as she sat in her silent room reading in the empty house in the afternoons. The books transported her into new worlds and introduced her to amazing people who lived exciting lives. She went to Africa with Ernest Hemingway and to India with Rudyard Kipling. She traveled all over the world while sitting in her little room in an English villag",matilda,1988
"at wall] might be breached sometime in the future, but for now the only real conversation between them was the roots that had already grown low and deep, under the wall, where they could not be broken. The most terrible thing, though, was the fear that the wall could never be breached, that in his heart Alai was glad of the separation, and was ready to be Ender's enemy. For now that they could not be together, they must be infinitely apart, and what had been sure and unshakable was now fragile and insubstantial; from the moment we are not together, Alai is a stranger, for he has a life now that will be no part of mine, and that means that when I see him we will not know each other",enders game,1985
"ll at once Sherman was aware of a figure approaching him on the sidewalk, in the wet black shadows of the town houses and the trees. Even from fifty feet away, in the darkness, he could tell. It was that deep worry that lives in the base of the skull of every resident of Park Avenue south of Ninety-sixth Street—a black youth, tall, rangy, wearing white sneakers. Now he was forty feet away, thirty-five. Sherman stared at him. Well, let him come! I’m not budging! It’s my territory! I’m not giving way for any street punks! The black youth suddenly made a ninety-degree turn and cut straight across the street to the sidewalk on the other side. The feeble yellow of a sodium-vapor streetlight reflected for an instant on his face as he checked Sherman out. He had crossed over! What a stroke of luck! Not once did it dawn on Sherman McCoy that what the boy had seen was a thirty-eight-year-old white man, soaking wet, dressed in some sort of military-looking raincoat full of straps and buckles, holding a violently lurching animal in his arms, staring, bug-eyed, and talking to himsel",the bonfire of the vanities,1987
"o days ago, I was lunching at the Writers Union with the eminent historian Tomashevski. That's the sort of man you should know. Respected, charming, hasn't produced a piece of work in ten years. He has a system, which he explained to me. First, he submits an outline for a biography to the Academy to be absolutely sure his approach is consistent with Party policy. A crucial first step, as you'll see later. Now, the person he studies is always an important figure - that is, someone from Moscow - hence Tomashevski must do his Russian research close to home for two years. But this historical character also traveled, yes, lived for some years in Paris or London; hence Tomashevski must do the same, apply for and receive permission for foreign residence. Four years have passed. The Academy and the Party are rubbing their hands in anticipation of this seminal study of the important figure by the eminent Tomashevski. And now Tomashevski must retire to the solitude of a dacha outside Moscow to tend his garden and creatively brood over his cartons of research. Two more years pass in seminal thought. And just as Tomashevski is about to commit himself to paper, he checks with the Academy again only to learn that Party policy has totally about-faced; his hero is a traitor, and with regrets all around, Tomashevski must sacrifice his years of labor for the greater good. Naturally, they are only too happy to urge Tomashevski to start a new pro",gorky park,1981
"p to now, most scientists have been too occupied with the development of new theories that describe what the universe is to ask the question why. On the other hand, the people whose business it is to ask why, the philosophers, have not been able to keep up with the advance of scientific theories. In the eighteenth century, philosophers considered the whole of human knowledge, including science, to be their field and discussed questions such as: Did the universe have a beginning? However, in the nineteenth and twentieth centuries, science became too technical and mathematical for the philosophers, or anyone else except a few specialists. Philosophers reduced the scope of their inquiries so much that Wittgenstein, the most famous philosopher of this century, said, 'The sole remaining task for philosophy is the analysis of language.' What a comedown from the great tradition of philosophy from Aristotle to Kan",a brief history of time,1988
"e major problem is simply one of grammar, and the main work to consult in this matter is Dr. Dan Streetmentioner's Time Traveler's Handbook of 1001 Tense Formations. It will tell you, for instance, how to describe something that was about to happen to you in the past before you avoided it by time-jumping forward two days in order to avoid it. The event will be descibed differently according to whether you are talking about it from the standpoint of your own natural time, from a time in the further future, or a time in the further past and is futher complicated by the possibility of conducting conversations while you are actually traveling from one time to another with the intention of becoming your own mother or father. Most readers get as far as the Future Semiconditionally Modified Subinverted Plagal Past Subjunctive Intentional before giving up; and in fact in later aditions of the book all pages beyond this point have been left blank to save on printing cost",the restaurant at the end of the universe,1980
"rge's shoulder socked against the cement of the curb and Dave Gardener, who had stayed home from his job at The Shoeboat that day because of the flood, saw only a small boy in a yellow rain-slicker, a small boy who was screaming and writhing in the gutter with muddy water surfing over his face and making his screams sound bubbly. Everything down here floats,' that chuckling, rotten voice whispered, and suddenly there was a ripping noise and a flaring sheet of agony, and George Denbrough knew no more.Dave Gardener was the first to get there, and although he arrived only forty-five seconds after the first scream, George Denbrough was already dead. Gardener grabbed him by the back of the slicker, pulled him into the street...and began to scream himself as George's body turned over in his hands. The left side of George’s slick",it,1986
"fe was absurd. He went all over the world accepting all kinds of bondage and escaping. He was roped to a chair. He escaped. He was chained to a ladder. He escaped. He was handcuffed, his legs were put in irons, he was tied up in a strait jacket and put in a locked cabinet. He escaped. He escaped from bank vaults, nailed-up barrels, sewn mailbags; he escaped from a zinc-lined Knabe piano case, a giant football, a galvanized iron boiler, a rolltop desk, a sausage skin. His escapes were mystifying because he never damaged or appeared to unlock what he escaped from. The screen was pulled away and there he stood disheveled but triumphant beside the inviolate container that was supposed to have contained him. He waved to the crowd. He escaped from a sealed milk can filled with water. He escaped from a Siberian exile van. From a Chinese torture crucifix. From a Hamburg penitentiary. From an English prison ship. From a Boston jail. He was chained to automobile tires, water wheels, cannon, and he escaped. He dove manacled from a bridge into the Mississippi, the Seine, the Mersey, and came up waving. He hung upside down and strait-jacketed from cranes, biplanes and the tops of buildings. He was dropped into the ocean padlocked in a diving suit fully weighted and not connected to an air supply, and he escaped. He was buried alive in a grave and could not escape, and had to be rescued. Hurrie",ragtime,1975
"ulé dreams the Great Serpent holding its own tail in its mouth, the dreaming Serpent which surrounds the World. But the meanness, the cynicism with which this dream is to be used. The Serpent that announces, ""The World is a closed thing, cyclical, resonant, eternally-returning,"" is to be delivered into a system whose only aim is to violate the Cycle. Taking and not giving back, demanding that ""productivity"" and ""earnings"" keep on increasing with time, the System removing from the rest of the World these vast quantities of energy to keep its own tiny desperate fraction showing a profit: and not only most of humanity—most of the World, animal, vegetable, and mineral, is laid waste in the process. The System may or may not understand that it's only buying time. And that time is an artificial resource to begin with, of no value to anyone or anything but the System, which must sooner or later crash to its death, when its addiction to energy has become more than the rest of the World can supply, dragging with it innocent souls all along the chain of life. Living inside the System is like riding across the country in a bus driven by a maniac bent on suicide . . . though he's amiable enough, keeps cracking jokes back through the loudspea",gravitys rainbow,1973
"ominable results: They were doing their best to live like people invented in story books. This was the reason Americans shot each other so often: It was a convenient literary device for ending short stories and books. Why were so many Americans treated by their government as though their lives were as disposable as paper facial tis-sues? Because that was the way authors customarily treated bit-part players in their made-up tales. And so on.Once I understood what was making America such a dangerous, unhappy nation of people who had nothing to do with real life, I resolved to shun storytelling. I would write about life. Every person would be exactly as important as any other. All facts would also be given equal weightiness. Nothing would be left out. Let others bring order to chaos. I would bring chaos to order, instead, which I think I have done. If all writers would do that, then perhaps citizens not in the literary trades will understand that there is no order in the world around us, that we must adapt ourselves to the requirements of chaos instead. It is hard to adapt to chaos, but it can be done. I am living pro",breakfast of champions,1973
"as, of course, the memory of Sophie and Nathan's long-ago plunge that set loose this flood [of tears], but it was also a letting go of rage and sorrow for the many others who during these past months had battered at my mind and now demanded my mourning: Sophie and Nathan, yes, but also Jan and Eva -- Eva with her one-eyed mis -- and Eddie Farrell, and Bobby Weed, and my young black savior Artiste, and Maria Hunt, and Nat Turner, and Wanda Muck-Horch von Kretschmann, who were but a few of the beaten and butchered and betrayed and martyred children of the earth. I did not weep for the six million Jews or the two million Poles or the one million Serbs or the five million Russians -- I was unprepared to weep for all humanity -- but I did weep for these others who in one way or another had become dear to me, and my sobs made an unashamed racket across the abandoned beach; then I had no more tears to shed, I lowered myself to the sand...and slept...When I awoke it was nearly morning...I heard children chattering nearby. I stirred...Blessing my resurrection, I realized that the children had covered me with sand, protectively, and that I lay as safe as a mummy beneath this fine, enveloping overco",sophies choice,1979
"hy, Jon, why?” his mother asked. “Why is it so hard to be like the rest of the flock, Jon? Why can’t you leave low flying to the pelicans, the albatross? Why don’t you eat? Son, you’re bone and feathers!” “I don’t mind being bone and feathers, mom. I just want to know what I can do in the air and what I can’t, that’s all. I just want to know.” “See here, Jonathan,” said his father, not unkindly. “Winter isn’t far away. Boats will be few, and the surface fish will be swimming deep. If you must study, then study food, and how to get it. This flying business is all very well, but you can’t eat a glide, you know. Don’t you forget that the reason you fly is to eat.” Jonathan",jonathan livington seagull,1970
"RNSTEIN: “I’ll read you the first few paragraphs.” (He got as far as the third. Mitchell responded, “JEEEEEEEEESUS” every few words.) MITCHELL: “All that crap, you’re putting it in the paper? It’s all been denied. Katie Graham’s gonna get her tit caught in a big fat wringer if that’s published. Good Christ! That’s the most sickening thing I ever heard.” BERNSTEIN: “Sir, I’d like to ask you a few questions about—” MITCHELL: “What time is it?” BERNSTEIN: “Eleven thirty. I’m sorry to call so late.” MITCHELL: “Eleven thirty. Eleven thirty when?” BERNSTEIN: “Eleven thirty at night.” MITCHELL: “Oh.” BERNSTEIN: “The committee has issued a statement about the story, but I’d like to ask you a few questions about the specifics of what the story contains.” MITCHELL: “Did the committee tell you to go ahead and publish that story? You fellows got a great ballgame going. As soon as you’re through paying Ed Williams* and the rest of those fellows, we’re going to do a story on all of yo",all the presidents men,1974
"iddle children weep longer than their brothers and sisters. Over her mother’s shoulder, stilling her pains and her injured pride, Jackie Lacon watched the party leave. First, two men she had not seen before: one tall, one short and dark. They drove off in a small green van. No one waved to them, she noticed, or even said goodbye. Next, her father left in his own car; lastly a blond, good-looking man and a short fat one in an enormous overcoat like a pony blanket made their way to a sports car parked under the beech trees. For a moment she really thought there must be something wrong with the fat one, he followed so slowly and so painfully. Then, seeing the handsome man hold the car door for him, he seemed to wake, and hurried forward with a lumpy skip. Unaccountably, this gesture upset her afresh. A storm of sorrow seized her and her mother could not console he",tinker taylor soldier,1974
"ll of our waste which we dumped on her and which she absorbed. And all of our beauty, which was hers first and which she gave to us. All of us--all who knew her--felt so wholesome after we cleaned ourselves on her. We were so beautiful when we stood astride her ugliness. Her simplicity decorated us, her guilt sanctified us, her pain made us glow with health, her awkwardness made us think we had a sense of humor. Her inarticulateness made us believe we were eloquent. Her poverty kept us generous. Even her waking dreams we used--to silence our own nightmares. And she let us, and thereby deserved our contempt. We honed our egos on her, padded our characters with her frailty, and yawned in the fantasy of our strengt",the bluest eye,1970
"ght, even though the light is not a part of the down itself as the hide is part of the horse itself. We take daylight for granted. But moonlight is another matter. It is inconstant. The full moon wanes and returns again. Clouds may obscure it to an extent to which they cannot obscure daylight. Water is necessary to us, but a waterfall is not. Where it is to be found it is something extra, a beautiful ornament. We need daylight and to that extent it us utilitarian, but moonlight we do not need. When it comes, it serves no necessity. It transforms. It falls upon the banks and the grass, separating one long blade from another; turning a drift of brown, frosted leaves from a single heap to innumerable flashing fragments; or glimmering lengthways along wet twigs as though light itself were ductile. Its long beams pour, white and sharp, between the trunks of trees, their clarity fading as they recede into the powdery, misty distance of beech woods at night. In moonlight, two acres of coarse bent grass, undulant and ankle deep, tumble",watership down,1972
"ve familiar experience of the order, the constancy, the perpetual renovation of the material world which surrounds us. Frail and transitory as is every part of it, restless and migratory as are its elements, still it abides. It is bound together by a law of permanence, and though it is ever dying, it is ever coming to life again. Dissolution does but give birth to fresh modes of organization, and one death is the parent of a thousand lives. Each hour, as it comes, is but a testimony how fleeting, yet how secure, how certain, is the great whole. It is like an image on the waters, which is ever the same, though the waters ever flow. The sun sinks to rise again; the day is swallowed up in the gloom of night, to be born out of it, as fresh as if it had never been quenched. Spring passes into summer, and through summer and autumn into winter, only the more surely, by its own ultimate return, to triumph over that grave towards which it resolutely hastened from its first hour. We mourn the blossoms of May because they are to wither; but we know that May is one day to have its revenge upon November, by the revolution of that solemn circle which never stops—which teaches us in our height of hope, ever to be sober, and in our depth of desolation, never to desp",the exorcist,1971
"ny? You listen to me. I’m going to talk to you about it this once and never again this same way. There’s some things no six-year-old boy in the world should have to be told, but the way things should be and the way things are hardly ever get together. The world’s a hard place, Danny. It don’t care. It don’t hate you and me, but it don’t love us, either. Terrible things happen in the world, and they’re things no one can explain. Good people die in bad, painful ways and leave the folks that love them all alone. Sometimes it seems like it’s only the bad people who stay healthy and prosper. The world don’t love you, but your momma does and so do I. You’re a good boy. You grieve for your daddy, and when you feel you have to cry over what happened to him, you go into a closet or under your covers and cry until it’s all out of you again. That’s what a good son has to do. But see that you get on. That’s your job in this hard world, to keep your love alive and see that you get on, no matter what. Pull your act together and just go o",the shining,1977
"e wrote Helen that a young writer needs desperately to live with someone and he had decided that he wanted to live with her; even marry her, he offered, because sex was simply necessary but it took too much of one's time if one had to be constantly planning how one was going to get it. Therefore, Garp reasoned, it is better to live with it! Helen revised several letters before she finally sent him one that said he could, so to speak, go stick it in his ear. Did he think she was going through college so rigorously so that she could provide him with sex that was not even necessary to plan",the world according to garp,1978
"e came cripping slowly back up the driveway - when an African remembrance flashed into his mind, and near the front of the house he bent down and started peering around. Determining the clearest prints that Kizzy's bare feet had left in the dust, scooping up the double handful containing those footprints, he went rushing toward the cabin: The ancient forefathers said that precious dust kept in some safe place would insure Kizzy's return to where she made the footprints. He burst through the cabin's open door, his eyes sweeping the room and falling upon his gourd on a shelf containing his pebbles. Springing over there, in the instant before opening his cupped hands to drop in the dirt, suddenly he knew the truth: His Kizzy was gone; she would not return. He would never see his Kizzy again. His face contorting, Kunta flung his dust toward the cabin's roof. Tears bursting, from his eyes, snatching his heavy gourd up high over his head, his mouth wide in a soundless scream, he hurled the gourd down with all his strength, and it shattered against the packed-Earth floor, his 662 pebbles representing each month of his 55 rains flying out, ricocheting wildly in all directi",roots,1976
"ere, indeed? Captain Vincent Reed had been born in the city of Richmond, Virginia, of northern parents who were stationed there by the telegraph company. He had attended West Point and he thought he knew something about warfare, having served under General Pope in his long and futile struggle against General Stonewall Jackson. Those men were fighters who would face the enemy till the last bullet was fired, but neither would participate in such a slaughter.Reed had had his troops in position. He was quite prepared to rush in for the kill, and he had positioned himself so that he would be in the vanguard when his men made their charge against the guns of the young braves threatening the left flank. But when he saw that the enemy had no weapons, that even their bows and arrows were not at hand, and that he was supposed to chop down little girls and old women, he rebelled on the spot, taking counsel with no one but his own consc",centennial,1974
"e the deepest interest in this. They owe it to us not to be boring themselves. On this obligation they don’t always make good. However, Kierkegaard was not a bore. I planned to examine his contribution in my master essay. In his view the primacy of the ethical over the esthetic mode was necessary to restore the balance. But enough of that. In myself I could observe the following sources of tedium: 1) The lack of a personal connection with the external world. Earlier I noted that when I was riding through France in a train last spring I looked out of the window and thought that the veil of Maya was wearing thin. And why was this? I wasn’t seeing what was there but only what everyone sees under a common directive. By this is implied that our worldview has used up nature. The rule of this view is that I, a subject, see the phenomena, the world of objects. They, however, are not necessarily in themselves objects as modern rationality defines objects. For in spirit, says Steiner, a man can step out of himself and let things speak to him about themselves, to speak about what has meaning not for him alone but also for them. Thus the sun the moon the stars will speak to nonastronomers in spite of their ignorance of science. In fact it’s high time that this happened. Ignorance of science should not keep one imprisoned in the lowest and weariest sector of being, prohibi",humboldts gift,1975
"unded old. Deserve. Old and tired and beaten to death. Deserve. Now it seemed to him that he was always saying or thinking that he didn't deserve some bad luck, or some bad treatment from others. He'd told Guitar that he didn't ""deserve"" his family's dependence, hatred, or whatever. That he didn't even ""deserve"" to hear all the misery and mutual accusations his parents unloaded on him. Nor did he ""deserve"" Hagar's vengeance. But why shouldn't his parents tell him their personal problems? If not him, then who? And if a stranger could try to kill him, surely Hagar, who knew him and whom he'd thrown away like a wad of chewing gum after the flavor was gone––she had a right to try to kill him too. Apparently he though he deserved only to be loved--from a distance, though--and given what he wanted. And in return he would be...what? Pleasant? Generous? Maybe all he was really sayin",song of solomon,1977
"ou can see a thing whole,"" he said, ""it seems that it's always beautiful. Planets, lives. . . . But close up, a world's all dirt and rocks. And day to day, life's a hard job, you get tired, you loose the pattern. You need distance, interval. The way to see how beautiful earth is, is to see it from the moon. The way to see how beautiful life is, is from the vantage point of death.""""That's all right for Urras. Let it stay off there and be the moon-I don't want it! But I am not going to stand up on a gravestone and look down on life and say, 'O lovely!' I want to see it whole right in the middle of it, here, now. I don't give a hoot for eternity."" ""It's nothing to do with eternity,"" said Shevek, grinning, a thin shaggy man of silver and shadow. ""All you have to do to see life as a whole is to see it as mortal. I'll die, you'lldie; how could we love each other otherwise? The sun's going to burn out, what else keeps it shining?"" ""Ah! your talk, your damned philosophy!""""Talk? It's not talk. It's not reason. It's hand's touc",the dispossesed,1974
"nland of America, the Wampanoags of Massasoit and King Philip had vanished, along with the Chesapeakes, the Chickahominys, and the Potomacs of the great Powhatan confederacy. (Only Pocahontas was remembered.) Scattered or reduced to remnants were the Pequots, Montauks, Nanticokes. Machapungas, Catawbas, Cheraws, Miamis, Hurons, Eries, Mohawks, Senecas, and Mohegans. (Only Uncas was remembered.) Their musical names remained forever fixed on the American land, but their bones were forgotten in a thousand burned villages or lost in forests fast disappearing before the axes of twenty million invaders. Already the once sweet-watered streams, most of which bore Indian names, were clouded with silt and the wastes of man; the very earth was being ravaged and squandered. To the Indians it seemed that these Europeans hated everything in nature—the living forests and their birds and beasts, the grassy glades, the water, the soil, and the air itself",bury my knee at wounded heart,1970
"u flail, knowing you’re not supposed to panic – panicking will drain your strength – your mind pulls away as it does so easily, so often, without your even noticing sometimes, leaving Robert Freeman Jr. to manage the current alone while you withdraw to the broader landscape, the water and buildings and streets, the avenues like endless hallways, your dorm full of sleeping students, the air thick with their communal breath. You slip through Sasha’s open window, floating over the sill lined with artifacts from her travels: a white seashell, a small gold pagoda, a pair of red dice. Her harp in one corner with its small wood stool. She’s asleep in her narrow bed, her burned red hair dark against the sheets. You kneel beside her, breathing the familiar smell of Sasha’s sleep, whispering into her ear some mix of I’m sorry and I believe in you and I’ll always be near you, protecting you, and I will never leave you, I’ll be curled around your heart for the rest of your life, until the water pressing my shoulders and chest crushes me awake and I hear Sasha screaming into my face: Fight! Fight! Figh",A visit from the good squad,2010
"dy titled ""Pneumoencephalographic and skull X-ray studies in 100 epileptics."" Pneumoencephalography was a technique developed in 1919 for taking images of the brain, which floats in a sea of liquid. That fluid protects the brain from damage, but makes it very difficult to X-ray, since images taken through fluid are cloudy. Pneumoencephalography involved drilling holes into the skulls of research subjects, draining the fluid surrounding their brains, and pumping air or helium into the skull in place of the fluid to allow crisp X-rays of the brain through the skull. the side effects--crippling headaches, dizziness, seizures, vomiting--lasted until the body naturally refilled the skull with spinal fluid, which usually took two to three months. Because pneumoencephalography could cause permanent brain damage and paralysis, it was abandoned in the 1970s. ""There is no evidence that the scientists who did research on patients at Crownsville got consent from either the patients of their parents. Bases on the number of patients listed in the pneumoencephalography studyand the years it was conducted, Lurz told",the immortal life,2010
"’s tempting to be Cool Girl. For someone like me, who likes to win, it’s tempting to want to be the girl every guy wants. When I met Nick, I knew immediately that was what he wanted, and for him, I guess I was willing to try. I will accept my portion of blame. The thing is, I was crazy about him at first. I found him perversely exotic, a good ole Missouri boy. He was so damn nice to be around. He teased things out in me that I didn’t know existed: a lightness, a humor, an ease. It was as if he hollowed me out and filled me with feathers. He helped me be Cool Girl – I couldn’t have been Cool Girl with anyone else. I wouldn’t have wanted to. I can’t say I didn’t enjoy some of it: I ate a MoonPie, I walked barefoot, I stopped worrying. I watched dumb movies and ate chemically laced foods. I didn’t think past the first step of anything, that was the key. I drank a Coke and didn’t worry about how to recycle the can or about the acid puddling in my belly, acid so powerful it could strip clean a penny. We went to a dumb movie and I didn’t worry about the offensive sexism or the lack of minorities in meaningful roles. I didn’t even worry whether the movie made sense. I didn’t worry about anything that came next. Nothing had consequence, I was living in the moment, and I could feel myself getting shallower and dumb",gone girl,2012
"ine sit by covered wells, watched by mule-drivers, mules and wolf-snouted dogs, ignored by hunch-backed makers of clogs; gather speed up the stoned-in Nakashima River and fly beneath the arches of its bridges, glimpsed form kitchen doors, watched by farmers walking high, stony ridges. Gulls fly through clouds of steam from laundries' vats; over kites unthreading corpses of cats; over scholars glimpsing truth in fragile patterns; over bath-house adulterers, heartbroken slatterns; fishwives dismembering lobsters and crabs; their husbands gutting mackerel on slabs; woodcutters' sons sharpening axes; candle-makers, rolling waxes; flint-eyed officials milking taxes; etiolated lacquerers; mottle-skinned dyers; imprecise soothsayers; unblinking liars; weavers of mats; cutters of rushes; ink-lipped calligraphers dipping brushes; booksellers ruined by unsold books; ladies-in-waiting; tasters; dressers; filching page-boys; runny-nosed cooks; sunless attic nooks where seamstresses prick calloused fingers; limping malingerers; swineherds; swindlers; lip-chewed debtors rich in excuses; heard-it-all creditors tightening nooses; prisoners haunted by happier lives and ageing rakes by other men's wives; skeletal tutors goaded to fits; firemen-turned-looters when occasion permits; tongue-tied witnesses; purchased judges; mothers-in-law nurturing briars and grudges; apothecaries grinding powders with mortars; palanq",the thousand autumns of jacob,2010
"n't like you. But, you know, back when you were refusing to have anything to do with us, I respected that. I didn't like it, but I had respect for your position. For your independence. You see, because I actually came from a place a little bit like Forster Hollow myself, before I joined the middle class. And, now you're middle-class, too, and I want to welcome you all, because it's a wonderful thing, our American middle class. It's the mainstay of economies all around the globe!"" ""And now that you've got these jobs at this body-armor plant,"" he continued, ""You're going to be able to participate in those economies. You, too, can help denude every last scrap of native habitat in Asia, Africa, and South America! You, too, can buy six-foot-wide plasma TV screens that consume unbelievable amounts of energy, even when they're not turned on! But that's OK, because that's why we threw you out of your homes in the first places, so we could strip-mine your ancestral hills and feed the coal-fired generators that are the number-one cause of global warming and other excellent things like acid rain. It's a perfect world, isn't it? It's a perfect syste",freedom: a novel,2010
"ou don't know what it's like to grow up with a mother who never said a positive thing in her life, not about her children or the world, who was always suspicious, always tearing you down and splitting your dreams straight down the seams. When my first pen pal, Tomoko, stopped writing me after three letters she was the one who laughed: You think someone's going to lose life writing to you? Of course I cried; I was eight and I had already planned that Tomoko and her family would adopt me. My mother of course saw clean into the marrow of those dreams, and laughed. I wouldn't write to you either, she said. She was that kind of mother: who makes you doubt yourself, who would wipe you out if you let her. But I'm not going to pretend either. For a long time I let her say what she wanted about me, and what was worse, for a long time I believed he",the brief wonderous life,2007
"s called evolutionary biology. Under its sway, the sexes were separated again, men into hunters and women into gatherers. Nurture no longer formed us; nature did. Impulses of hominids dating from 20,000 B.C. were still controlling us. And so today on television and in magazines you get the current simplifications. Why can't men communicate? (Because they had to be quiet on the hunt.) Why do women communicate so well? (Because they had to call out to one another where the fruits and berries were.) Why can men never find things around the house? (Because they have a narrow field of vision, useful in tracking prey.) Why can women find things so easily? (Because in protecting the nest they were used to scanning a wide field.) Why can't women parallel-park? (Because low testosterone inhibits spatial ability.) Why won't men ask for directions? (Because asking for directions is a sign of weakness, and hunters never show weakness.) This is where we are today. Men and women, tired of being the same, want to be different aga",middlesex,2002
"h, misanthropy and sourness. Gary wanted to enjoy being a man of wealth and leisure, but the country was making it none too easy. All around him, millions of newly minted American millionaires were engaged in the identical pursuit of feeling extraordinary - of buying the perfect Victorian, of skiing the virgin slope, of knowing the chef personally, of locating the beach that had no footprints. There were further tens of millions of young Americans who didn't have money but were nonetheless chasing the Perfect Cool. And meanwhile the sad truth was that not everyone could be extraordinary, not everyone could be extremely cool; because whom would this leave to be ordinary? Who would perform the thankless work of being comparatively uncoo",the corrections,2001
"ave been thinking about existence lately. In fact, I have been so full of admiration for existence that I have hardly been able to enjoy it properly . . . I feel sometimes as if I were a child who opens its eyes on the world once and sees amazing things it will never know any names for and then has to close its eyes again. I know this is all mere apparition compared to what awaits us, but it is only lovelier for that. There is a human beauty in it. And I can’t believe that, when we have all been changed and put on incorruptibility, we will forget our fantastic condition of mortality and impermanence, the great bright dream of procreating and perishing that meant the whole world to us. In eternity this world will be Troy, I believe, and all that has passed here will be the epic of the universe, the ballad they sing in the streets. Because I don’t imagine any reality putting this one in the shade entirely, and I think piety forbids me to try",gilead,2004
"me say the Tudors transcend this history, bloody and demonic as it is: that they descend from Brutus through the line of Constantine, son of St Helena, who was a Briton. Arthur, High King of Britain, was Constantine's grandson. He married up to three women, all called Guinevere, and his tomb is at Glastonbury, but you must understand that he is not really dead, only waiting his time to come again. His blessed descendant, Prince Arthur of England, was born in the year 1486, eldest son of Henry, the first Tudor king. This Arthur married Katharine the princess of Aragon, died at fifteen and was buried in Worcester Cathedral. If he were alive now, he would be King of England. His younger brother Henry would likely be Archbishop of Canterbury, and would not (at least, we devoutly hope not) be in pursuit of a woman of whom the cardinal hears nothing good: a woman to whom, several years before the dukes walk in to despoil him, he will need to turn his attention; whose history, before ruin seizes hi",wolf hall ,2009
"lary could talk for hours about the second of December 1805, but nonetheless it was his opinion that he had to cut his accounts far too short, because, as he several times told us, it would take an endless length of time to describe the events of such a day properly, in some inconceivably complex form recording who had perished, who survived, and exactly where and how, or simply saying what the battlefield was lie at nightfall, with the screams and groans of the wounded and dying. In the end all anyone could ever do was sum up the unknown factors in the ridiculous phrase, ""The fortunes of the battle swayed this way and that,"" or some similarly feeble and useless cliché. All of us, even when we think we have noted every tiny detail, resort to set pieces which have already been staged often enough by others. We try to reproduce the reality, but the harder we try, the more we find the pictures that make up the stock-in-trade of the spectacle of history forcing themselves upon us: the fallen drummer by, the infantry man shown in the act of stabbing another, the horse's eye starting from its socket, the invulnerable Emperor surrounded by his generals, a moment frozen still amidst the turmoil of battle. Our concern with history, so Hilary's thesis ran, is a concern with preformed images already imprint",austerlitz,2001
"out turning, the pharmacist answered that he liked books like The Metamorphosis, Bartleby, A Simple Heart, A Christmas Carol. And then he said that he was reading Capote's Breakfast at Tiffany's. Leaving aside the fact that A Simple Heart and A Christmas Carol were stories, not books, there was something revelatory about the taste of this bookish young pharmacist, who ... clearly and inarguably preferred minor works to major ones. He chose The Metamorphosis over The Trial, he chose Bartleby over Moby Dick, he chose A Simple Heart over Bouvard and Pecouchet, and A Christmas Carol over A Tale of Two Cities or The Pickwick Papers. What a sad paradox, thought Amalfitano. Now even bookish pharmacists are afraid to take on the great, imperfect, torrential works, books that blaze a path into the unknown. They choose the perfect exercises of the great masters. Or what amounts to the same thing: they want to watch the great masters spar, but they have no interest in real combat, when the great masters struggle against that something, that something that terrifies us all, that something that cows us and spurs us on, amid blood and mortal wounds and sten",2666,2004
"lief, like fear or love, is a force to be understood as we understand the theory of relativity and principals of uncertainty. Phenomena that determine the course of our lives. Yesterday, my life was headed in one direction. Today, it is headed in another. Yesterday, I believe I would never have done what I did today. These forces that often remake time and space, that can shape and alter who we imagine ourselves to be, begin long before we are born and continue after we perish. Our lives and our choices, like quantum trajectories, are understood moment to moment. That each point of intersection, each encounter, suggest a new potential direction. Proposition, I have fallen in love with Luisa Rey. Is this possible? I just met her and yet, I feel like something important has happened to me",cloud atlas,2004
